,nodos,número nodos adyacentes,pagerank,centralidad,comBPart
143,abrir,1,0.000180307925498,0.0,3
144,vinier,1,0.000211107148441,0.0,1
145,puebl,112,0.00736881758178,0.015337930886,0
146,trec,1,0.000180307925498,0.0,7
147,tres,21,0.000579756636286,0.00149880755271,5
148,este,5,0.000403939928132,2.89152253992e-05,1
149,rab,1,0.000180307925498,0.0,8
150,evangeli,5,0.000536846954194,0.0006302073397,10
151,palaci,2,0.00032090426506,1.60401726139e-05,9
152,vieron,1,0.00032811970848,0.0,9
153,jerem,8,0.000904048918231,9.00690593386e-06,0
154,alab,12,0.0007220462615,0.00040854028109,15
155,salteri,1,0.000180307925498,0.0,20
156,glorific,2,0.000281238767321,0.0,1
157,escrib,13,0.000908477720247,0.0011124859716,0
158,convirtier,1,0.000211107148441,0.0,1
159,sinagog,3,0.000375347074898,6.43978582974e-06,2
160,escrit,10,0.000622171717993,1.04682444652e-05,1
161,nuev,14,0.00108611305545,0.00199047833196,9
162,jefon,1,0.000353968744135,0.0,8
163,jebuse,1,0.000902732706474,0.0,7
164,ofir,1,0.000384784346577,0.0,5
165,corder,8,0.000681919487143,0.000154623337089,5
166,cronic,2,0.000273509050365,0.0,2
167,datan,1,0.000180307925498,0.0,21
168,don,2,0.000180307925498,0.0,1
169,flor,7,0.000704918394712,0.00128869070078,4
170,quebrant,4,0.000494215435473,8.46199150233e-06,15
171,camp,8,0.00087424778909,0.000898879953061,7
172,declar,3,0.000243077189925,0.000115587571205,7
173,dos,57,0.00282730095167,0.0196569754823,5
174,engendr,3,0.000475298164953,0.000170353079499,5
175,pris,2,0.000404613334807,0.0,1
176,sagr,1,0.000242499920034,0.0,1
177,cabez,13,0.00166333144107,0.00266947970587,7
178,restaur,2,0.000327081943144,0.0,3
179,siet,20,0.000722211338449,0.00242196024588,5
180,busc,10,0.000863424153059,0.00022870098898,15
181,alde,2,0.000382397417169,0.0,7
182,anill,4,0.000272648434625,0.000122644858911,5
183,sieg,1,0.000269163146867,0.0,7
184,olivar,1,0.000543657412767,0.0,3
185,di,7,0.000640857296713,0.00021125163677,15
186,ardor,1,0.000180307925498,0.0,4
187,de,1,0.000299476235064,0.0,1
188,da,10,0.000475237077583,0.000242507420033,1
189,bat,1,0.000180307925498,0.0,10
190,bas,7,0.000641008258361,0.000376399771897,5
191,epistol,2,0.00025167604808,6.08402056861e-06,4
192,sacrific,4,0.000299476235064,0.000163070450693,1
193,alzo,2,0.000180307925498,0.0,0
194,tiemp,23,0.00125229916313,0.00224977215897,7
195,lobul,1,0.000180307925498,0.0,3
196,saul,20,0.00198484407099,0.000188019915502,0
197,respond,30,0.00231166007346,0.00122563201576,0
198,habit,24,0.00168540972816,0.00298619461573,7
199,eleaz,6,0.000700539480124,0.00138365350521,8
200,padr,84,0.00711522760348,0.0109061483997,8
201,nub,3,0.000366990150775,0.000306948487361,5
202,mur,10,0.0006088598131,8.43273577807e-05,0
203,sabran,1,0.000180307925498,0.0,1
204,propi,10,0.000546331024357,0.000598626002393,15
205,mud,1,0.000180307925498,0.0,5
206,bien,28,0.0017113618159,0.0021925167324,1
207,ira,14,0.000992245695953,0.00105314221301,4
208,muj,34,0.0025053564314,0.00493428887217,15
209,men,2,0.000333645988036,0.000463036896774,7
210,ancho,1,0.000342558463721,0.0,5
211,azar,1,0.000180307925498,0.0,8
212,odres,1,0.000334339418591,0.0,9
213,eli,5,0.00055556354457,0.000430825256679,0
214,manases,6,0.00104480584137,0.000462191938933,8
215,toler,1,0.000180307925498,0.0,4
216,cop,2,0.000307405353403,0.0,7
217,cos,54,0.0021214975188,0.00593117154274,1
218,cor,2,0.000353968744135,0.0,8
219,braz,6,0.000805221782956,0.000153950726106,10
220,coc,1,0.00046410939706,0.0,14
221,cod,23,0.00152054326409,0.00265593460624,5
222,dentr,1,0.000180307925498,0.0,15
223,cumpl,9,0.000519594246114,0.000607916605361,0
224,coj,1,0.000459341083029,0.0,9
225,com,37,0.00341291359781,0.00539805636271,1
226,alborot,1,0.000180307925498,0.0,0
227,ela,1,0.000353968744135,0.0,8
228,quint,3,0.000269316509498,9.17873371695e-06,4
229,sombr,3,0.000421891426498,5.656185102e-05,10
230,quinc,1,0.000180307925498,0.0,5
231,lluvi,1,0.000180307925498,0.0,7
232,inmundici,1,0.000292331736869,0.0,7
233,sac,10,0.000492863178306,0.00049775781536,0
234,much,9,0.000255684208151,5.24474520504e-05,1
235,entonc,64,0.000744478082167,0.00226468731982,0
236,idol,4,0.000475378906494,2.40738219872e-06,7
237,veinticinc,4,0.000276052892452,0.00020823286059,5
238,alegr,4,0.000398936493334,0.00010194440367,15
239,lepr,2,0.000486984050575,0.0,22
240,maner,6,0.00043389365127,4.57103559244e-05,1
241,maldicion,1,0.000292331736869,0.0,7
242,mentir,5,0.000728216919684,0.000946837754504,15
243,volviereis,1,0.000211107148441,0.0,1
244,tomar,1,0.000180307925498,0.0,15
245,mader,5,0.000512659610862,0.00130363276287,5
246,cont,13,0.000450671252703,0.00279650007724,8
247,ir,4,0.000252113090713,1.87091759747e-06,0
248,estos,1,0.000180307925498,0.0,8
249,cant,9,0.00062966902424,0.00176528301215,15
250,exterior,1,0.000259501076457,0.0,3
251,jesu,2,0.000353968744135,0.0,8
252,madian,1,0.000391345139098,0.0,2
253,descend,8,0.000464029130659,0.00049185726755,9
254,antigu,1,0.000269163146867,0.0,7
255,honr,4,0.000390005813144,1.86196592074e-06,15
256,diecis,1,0.000180307925498,0.0,5
257,¿hast,1,0.000180307925498,0.0,7
258,jedutun,1,0.000353968744135,0.0,8
259,inteligent,1,0.000279051606008,0.0,7
260,algun,13,0.000454215749062,0.000146979750285,1
261,congreg,8,0.000666835708605,4.14988923931e-05,0
262,algui,1,0.000211107148441,0.0,1
263,dijeron,8,0.0013510157275,0.00186264749042,0
264,espiritu,25,0.00226397412003,0.00200552598966,1
265,carcel,2,0.000407042784928,0.0,3
266,just,6,0.000384956669042,4.5181898385e-05,15
267,vendr,2,0.000299476235064,6.61770822944e-05,1
268,sentenci,1,0.000180307925498,0.0,10
269,¿com,3,0.000180307925498,0.0,1
270,arpas,1,0.000333645988036,0.0,20
271,cerviz,2,0.000603095069435,0.0,15
272,hab,5,0.000269729746878,3.58143904042e-05,1
273,hac,80,0.00398905893756,0.0107721910192,1
274,had,1,0.000512520062098,0.0,10
275,hag,18,0.000786179738292,0.000396644092085,1
276,exalt,1,0.000281238767321,0.0,1
277,haz,1,0.000180307925498,0.0,1
278,har,30,0.000837925074828,0.00199721106379,0
279,descubr,2,0.000348325876427,0.00042881610422,8
280,hat,1,0.000180307925498,0.0,24
281,coron,1,0.000180307925498,0.0,15
282,preserv,1,0.000180307925498,0.0,1
283,arab,1,0.000296122300643,0.0,1
284,natan,1,0.000324115534271,0.0,0
285,apart,13,0.000830471929661,0.0001371493286,1
286,agrav,1,0.000180307925498,0.0,25
287,amon,1,0.000353968744135,0.0,8
288,agrad,4,0.000180307925498,0.0,9
289,amoz,1,0.000353968744135,0.0,8
290,amor,6,0.000306459479015,7.51480817364e-05,1
291,gedal,1,0.000180307925498,0.0,8
292,acab,8,0.000733483825515,0.000213368397227,15
293,repart,3,0.000180307925498,0.0,10
294,cualqui,2,0.000180307925498,0.0,15
295,borr,1,0.000180307925498,0.0,15
296,revel,1,0.000180307925498,0.0,26
297,abiert,4,0.000832287759112,0.000526651412315,9
298,acaz,1,0.000391345139098,0.0,2
299,cautiv,6,0.000469452301231,2.27687859241e-05,7
300,fos,1,0.000180307925498,0.0,3
301,frut,11,0.00085560646345,0.00150792751203,1
302,cedr,2,0.000325809461692,0.000429661062061,5
303,conced,1,0.000281238767321,0.0,1
304,jubil,1,0.000487788257839,0.0,1
305,confes,1,0.000180307925498,0.0,13
306,damasc,1,0.000638105349049,0.0,2
307,cort,4,0.000665244558559,0.000924393266287,7
308,artajerj,2,0.000391345139098,0.0,2
309,post,1,0.000210718153502,0.0,4
310,descendent,8,0.000406470892344,0.000168998612229,8
311,diner,2,0.000322208661279,8.44957840829e-07,27
312,orej,2,0.000333645988036,0.000463036896774,3
313,patern,1,0.000375745097033,0.0,15
314,contamin,3,0.000351143132771,7.5630418397e-05,7
315,adel,4,0.000443703939509,0.0,0
316,sob,1,0.000391345139098,0.0,2
317,presenci,9,0.000549129616838,3.93016137286e-05,0
318,sol,23,0.00106501437641,0.00240981337596,15
319,son,2,0.000180307925498,0.0,10
320,vuelt,2,0.000180307925498,0.0,3
321,vuelv,1,0.000180307925498,0.0,3
322,¿dond,1,0.000180307925498,0.0,1
323,cantid,1,0.000245564619429,0.0,7
324,cantic,4,0.000269558423347,0.000433609563464,15
325,ejercit,17,0.000841154586508,0.0022064419811,10
326,gosen,1,0.000351143132771,0.0,7
327,call,3,0.000459203914723,0.000462614417854,7
328,espaldill,1,0.000180307925498,0.0,3
329,solan,1,0.000515074544323,0.0,7
330,tiglat-piles,1,0.000180307925498,0.0,2
331,salvacion,4,0.000281238767321,0.0,1
332,roboam,2,0.000391345139098,0.0,2
333,ponedl,1,0.000180307925498,0.0,1
334,perec,1,0.000486380743398,0.0,15
335,trig,1,0.000180307925498,0.0,28
336,ben-ad,1,0.000180307925498,0.0,2
337,pensamient,3,0.000395276596763,6.68016400504e-07,1
338,adond,3,0.000676486610796,0.0,7
339,bord,1,0.000180307925498,0.0,3
340,obed-edom,1,0.000375745097033,0.0,15
341,tir,2,0.000391345139098,0.000429661062061,2
342,diez,11,0.000384784346577,0.00118701204545,5
343,edom,2,0.00056218034637,0.0,7
344,dier,2,0.00036444521098,0.0,1
345,ismael,2,0.000353968744135,0.0,8
346,mesulam,2,0.000353968744135,0.0,8
347,siguient,2,0.000264012020732,0.0,4
348,consig,2,0.000312145297024,0.0,7
349,publican,1,0.000180307925498,0.0,15
350,obras,15,0.00118783181664,0.00042467570438,1
351,¿no,10,0.000258482924641,0.000587367629385,1
352,eliaquim,1,0.000180307925498,0.0,8
353,foraster,1,0.000180307925498,0.0,7
354,levantat,4,0.000180307925498,0.0,15
355,sujet,1,0.000180307925498,0.0,1
356,roj,2,0.000723777663189,0.0,3
357,armas,2,0.000256976956767,0.000463036896774,6
358,segu,3,0.000180307925498,0.0,1
359,consum,5,0.000495786588023,0.000555803924899,9
360,rog,2,0.000180307925498,0.0,0
361,armad,1,0.000262048406732,0.0,15
362,menor,5,0.00297739188425,3.11578203806e-06,8
363,rop,1,0.000344320133864,0.0,5
364,primer,8,0.000650365987257,0.000118254747893,4
365,ose,1,0.000180307925498,0.0,8
366,besti,5,0.000623874086147,9.92707533188e-05,7
367,ver,4,0.000394559401468,4.38698893815e-05,10
368,ves,1,0.000194498194575,0.0,1
369,decim,7,0.000370996844893,0.00031636183121,4
370,vez,7,0.000682958430699,0.000110543521841,4
371,huyeron,1,0.000180307925498,0.0,0
372,jotam,1,0.000180307925498,0.0,8
373,vec,6,0.000414242067283,0.0,5
374,ven,25,0.00115379290182,0.00122376489236,0
375,sefat,2,0.000353968744135,0.0,8
376,division,1,0.000180307925498,0.0,5
377,yern,1,0.000180307925498,0.0,2
378,ochent,3,0.000273774590134,3.90490133027e-06,5
379,santific,1,0.000242499920034,0.0,1
380,hete,4,0.000520159150568,4.97104885356e-05,7
381,edad,1,0.000180307925498,0.0,5
382,dio,22,0.00125057785982,0.00288616698203,1
383,eden,1,0.000333645988036,0.0,45
384,dij,109,0.0101865585145,0.0189870330573,0
385,enoj,2,0.000299476235064,0.0,1
386,dig,6,0.000249989741206,0.000867631966699,0
387,dia,63,0.00364093199909,0.0100124634523,4
388,dic,63,0.00919570357559,0.00417421271037,0
389,pec,41,0.00355786350614,0.00440843074431,13
390,dir,4,0.000333600096368,5.57299399429e-07,0
391,pedr,9,0.000985336868117,0.000763452564768,0
392,sigl,4,0.00274223251789,0.0,15
393,coper,1,0.00020450922072,0.0,6
394,cost,1,0.000180307925498,0.0,3
395,arrastr,2,0.000254584254803,0.0,7
396,endech,1,0.000225693649001,0.0,0
397,simeon,3,0.000397004981103,0.0,8
398,corazon,45,0.00496305650934,0.00550502417087,15
399,jeric,1,0.000579499665605,0.0,3
400,ministr,4,0.000243077189925,3.72291148952e-05,1
401,hered,18,0.00126820527141,0.000442060092487,7
402,nazaren,1,0.000279655078398,0.0,0
403,estatut,10,0.000954485332929,0.0011708318606,1
404,oyeron,2,0.000180307925498,0.0,10
405,sueld,1,0.00024987820262,0.0,7
406,gener,6,0.00443615757439,0.0,1
407,libacion,4,0.000327263755984,1.01228713106e-05,13
408,purif,1,0.000359780601889,0.0,3
409,nazaret,1,0.000279655078398,0.0,0
410,engañ,2,0.000229946433892,2.81280326519e-06,15
411,mald,6,0.000617955884716,4.81262013657e-05,1
412,alto,3,0.000579220601336,0.0,6
413,hesbon,1,0.000391345139098,0.0,2
414,alta,1,0.000180307925498,0.0,0
415,extrem,4,0.00025114038428,0.000474563007157,9
416,boc,19,0.0009156900029,0.00274139268697,3
417,tempran,1,0.000180307925498,0.0,0
418,uzi,2,0.000353968744135,0.0,8
419,ciel,48,0.0046950036895,0.0076498934509,9
420,correccion,1,0.000209501959447,0.0,0
421,cieg,2,0.00032811970848,0.000429661062061,9
422,cabell,1,0.000180307925498,0.0,7
423,escritur,2,0.00025394305801,2.37747941488e-07,0
424,reedific,1,0.000180307925498,0.0,15
425,discut,1,0.000180307925498,0.0,0
426,perd,2,0.000794816767668,0.0,5
427,caball,5,0.00058800202807,0.000865956972552,6
428,ciudadan,1,0.000180307925498,0.0,29
429,pres,1,0.000333645988036,0.0,30
430,cayeron,1,0.000180307925498,0.0,10
431,altar,25,0.00268642757754,0.00624705126366,13
432,diestr,3,0.000251663757862,0.000449014280369,1
433,neftal,2,0.000397004981103,0.0,8
434,judi,6,0.000721303098695,0.00132051821989,2
435,uncion,2,0.000290905285714,5.19958179549e-06,13
436,cas,132,0.01033898397,0.022818116961,15
437,car,2,0.00110216681118,0.0,31
438,prepar,2,0.000180307925498,0.0,1
439,flu,2,0.000351143132771,5.96580204832e-05,7
440,cav,1,0.000180307925498,0.0,0
441,estaol,1,0.000333645988036,0.0,32
442,egipci,1,0.000338610747267,0.0,10
443,cam,3,0.000330856496631,0.000434827740986,15
444,amaras,1,0.000180307925498,0.0,15
445,cad,33,0.000929512369315,0.00370098564808,4
446,noch,15,0.00160094716982,0.00147402724043,0
447,terafin,1,0.000594572806084,0.0,33
448,nabucodonosor,3,0.000549647960867,0.0,10
449,chic,1,0.000180307925498,0.0,1
450,septim,6,0.000482762375783,5.03569315263e-05,4
451,aquel,22,0.00118608065242,0.00102680638907,1
452,varon,31,0.00174066193399,0.00376711276776,15
453,arbol,7,0.000439741795885,0.000459790953647,1
454,gigant,1,0.000333645988036,0.0,34
455,mas,41,0.000180307925498,0.0,0
456,mar,30,0.00290546410097,0.00355317805859,3
457,mat,11,0.000797507180658,0.00097800715553,10
458,sacrifici,12,0.00103694666195,0.00181543145834,13
459,mal,40,0.00228816600013,0.00203910737963,1
460,remal,1,0.000353968744135,0.0,8
461,man,94,0.00744222784476,0.0206901140968,10
462,natural,1,0.000180307925498,0.0,7
463,neci,2,0.000254850098774,0.0,3
464,predic,2,0.000279655078398,0.00021419681265,10
465,si,78,0.0021741730013,0.0118638194231,1
466,batall,2,0.000394825228059,0.0,4
467,se,1,0.000180307925498,0.0,1
468,gradual,1,0.000256728574616,0.0,15
469,mictam,1,0.000180307925498,0.0,0
470,coll,2,0.000248839189106,0.0,6
471,pequeñ,2,0.000364984291164,0.0,1
472,nombr,49,0.00361691794643,0.0058577588092,15
473,edific,11,0.000513108788437,0.00066066476736,0
474,piedr,14,0.00121234387523,0.00344562750093,5
475,uziel,1,0.000353968744135,0.0,8
476,torc,1,0.000669426609574,0.0,5
477,tort,2,0.000180307925498,0.0,3
478,establec,1,0.000180307925498,0.0,1
479,avis,4,0.000416120843702,0.000101103167994,1
480,torr,1,0.000228763352684,0.0,0
481,hor,8,0.000869911746487,0.000860167081963,7
482,recam,1,0.000279484050348,0.0,1
483,noe,2,0.000454899585958,0.0,1
484,recab,1,0.000353968744135,0.0,8
485,filiste,9,0.00123855574051,0.000573951502866,0
486,bernab,1,0.000303643246169,0.0,4
487,temer,1,0.000180307925498,0.0,1
488,hall,11,0.000605216739333,0.000681176598296,15
489,jonadab,1,0.000180307925498,0.0,8
490,terc,2,0.000180307925498,0.0,4
491,anunci,3,0.000279655078398,0.000217422821996,10
492,sidon,1,0.000513033166651,0.0,2
493,roci,3,0.000403620067317,2.96459676391e-05,7
494,veint,6,0.000420274495984,0.00030811346933,5
495,candeler,1,0.000180307925498,0.0,5
496,continu,2,0.000324805241107,0.0,13
497,rostr,13,0.00124542113894,0.00106127737469,10
498,todopoder,1,0.000281238767321,0.0,1
499,permanec,4,0.00043120629983,2.64049325259e-07,1
500,concienci,1,0.000242484434313,0.0,1
501,calde,3,0.000580994320796,0.0,10
502,cabri,3,0.000293091060458,0.000463219970973,5
503,costal,1,0.000251110146029,0.0,3
504,carr,5,0.000501680262749,0.000549468855856,6
505,llov,1,0.000214227262614,0.0,0
506,teñ,2,0.000314623994541,1.0096064218e-05,3
507,hiram,1,0.000180307925498,0.0,2
508,eufrat,1,0.000341216081201,0.0,3
509,oro,27,0.00287714589561,0.00974851682519,5
510,quinient,2,0.000269034915614,0.0,5
511,iban,2,0.000238942927168,1.13379393401e-05,1
512,rebel,1,0.000180307925498,0.0,1
513,simei,2,0.000353968744135,0.0,8
514,rein,46,0.00303784438378,0.00818196179545,2
515,card,1,0.000333645988036,0.0,35
516,care,1,0.000353968744135,0.0,8
517,recog,2,0.000180307925498,0.0,1
518,cañ,3,0.000498183428574,1.63222325891e-05,5
519,consumidor,1,0.000376618278457,0.0,9
520,prescrib,2,0.000266830832958,5.99892453987e-07,1
521,dijer,1,0.000211107148441,0.0,1
522,josu,12,0.00101039535943,0.000182809285452,0
523,yug,1,0.000333645988036,0.0,25
524,fe,7,0.00059329760204,0.0004910595434,1
525,dient,1,0.000425633230573,0.0,36
526,extranjer,6,0.000587416290657,0.00134040114849,7
527,derech,12,0.00131016751928,0.00156138020765,3
528,carner,16,0.00110540254122,0.00144883730036,5
529,zac,2,0.000353968744135,0.0,8
530,¡oh,2,0.000180307925498,0.0,1
531,tisbit,1,0.000416369441189,0.0,0
532,¿cuant,1,0.000180307925498,0.0,7
533,servidumbr,2,0.000509021993974,0.0,15
534,entrand,1,0.000180307925498,0.0,38
535,suert,2,0.00030808964428,0.0,10
536,especi,3,0.000373528228041,0.000288359937932,13
537,alas,2,0.000402615955133,0.0,10
538,hur,1,0.000353968744135,0.0,8
539,pech,1,0.000180307925498,0.0,13
540,huy,1,0.000180307925498,0.0,0
541,serv,6,0.000785024372501,0.000462191938933,1
542,aqu,57,0.000968111926016,0.004075678003,0
543,san,4,0.000485406483375,0.000446219151186,4
544,angel,15,0.000816356356774,0.000990396117706,0
545,sal,49,0.00234329933714,0.00911466458412,0
546,trescient,2,0.000269034915614,0.0,5
547,sab,30,0.00107661437264,0.00231907263729,1
548,delit,1,0.000233597964331,0.0,1
549,cuid,1,0.000281238767321,0.0,1
550,sar,2,0.000296088407711,1.80946617565e-06,8
551,rubenit,1,0.000180307925498,0.0,8
552,fertil,1,0.000552401247023,0.0,7
553,fiador,1,0.000246747618486,0.0,0
554,zor,1,0.000180307925498,0.0,32
555,cantor,1,0.000180307925498,0.0,37
556,implor,1,0.000180307925498,0.0,1
557,interior,1,0.000259501076457,0.0,3
558,pastor,2,0.000508295649079,0.0,5
559,remanent,3,0.000230081664339,4.5980170004e-06,0
560,joram,2,0.000276052892452,1.26138662721e-05,2
561,pais,2,0.000359067317244,3.16859190311e-07,7
562,miel,2,0.00080046475623,0.0,7
563,vasti,1,0.000276052892452,0.0,2
564,salm,6,0.000489657574735,7.1213738338e-05,8
565,dolor,2,0.000180307925498,0.0,15
566,abraham,11,0.000817711066918,0.000435098205865,8
567,salv,9,0.000660790555599,0.000216293873494,1
568,arnon,1,0.000303043355,0.0,3
569,tron,8,0.000858902792962,0.000562067106952,0
570,elam,1,0.000353968744135,0.0,8
571,zarcill,1,0.000180307925498,0.0,5
572,haci,17,0.00113821929171,0.000596270368774,3
573,duodecim,2,0.000269316509498,0.0,4
574,trop,1,0.000292331736869,0.0,7
575,convoc,1,0.000290362261787,0.0,1
576,bicri,1,0.000353968744135,0.0,8
577,favor,2,0.000333645988036,0.000463036896774,1
578,dich,17,0.00142449907012,0.000195272238926,0
579,testig,2,0.000211155802111,9.92990865239e-06,8
580,zipor,1,0.000353968744135,0.0,8
581,espos,1,0.000294991890754,0.0,0
582,mund,8,0.00110226794946,0.000939282023163,1
583,samuel,3,0.000375101455529,0.0,0
584,comenz,5,0.000573262577958,1.29838914368e-05,0
585,sanguinari,1,0.000262048406732,0.0,15
586,oyereis,1,0.000211107148441,0.0,1
587,asno,1,0.000290922627483,0.0,5
588,llor,5,0.000381741289781,0.00171864424825,36
